,step02h_eqparamA,step02t_eqparamA,step03h_eqparamA,step03t_eqparamA,step04h_eqparamA,step04t_eqparamA,step05h_eqparamA,step05t_eqparamA,step08h_eqparamA,step10h_eqparamA,step12h_eqparamA,system_eqparamA,step01at_eqparamB,step01bt_eqparamB,step02t_eqparamB,step04t_eqparamB,step05t_eqparamB,step01h_reagparamA,step01at_reagparamA,step01bt_reagparamA,step03h_reagparamB,step03t_reagparamB,system_eqparamC,system_reageparamC,system_eqparamD,system_state,system_result
414,13.08900273,8.863179612,20.77945536,18.60161741,16.0,2.910174338,14.09000153,3.0,11.47655646,10.86216436,10.23459656,28.58865376,1.5068777309999999,1.59216165,2.225431861,0.7521776240000001,0.685685071,24.17575216,2.037480431,2.037480576,350.0,350.0,6.0,7.064481732000001,5.3191363439999995,102.29161450000001,Good
44,17.05761436,12.89078124,22.96291142,20.14411615,14.46505186,3.059729878,15.31031062,3.184569358,7.8188345020000005,7.449001389,8.280364572,32.4288691,1.4048745059999999,0.881279287,2.139418868,0.6788465029999999,0.637317482,19.81434684,5.0,5.0,306.7100097,90.09624738,7.462525567,7.322298142,7.527205832000001,81.97935178,Good
68,15.86157205,10.90436594,22.50257928,18.21201656,11.47213943,2.358540735,14.35422645,3.1683394789999997,9.125891522,6.571442657,8.1560939,30.85423416,1.4346435030000002,1.075032697,2.129887821,0.997031317,0.636068987,17.32889101,0.0,0.0,350.0,350.0,6.0,6.898931945,5.115553056,67.45807585,Bad
76,16.72483553,13.15422771,22.51812356,19.33972118,9.799178159,2.91509117,8.161214168999999,3.0205276010000004,7.849423913,6.3459855560000005,6.939895527999999,37.51596681,1.450579679,1.0095748629999999,2.42234591,0.8067587629999999,0.819638502,14.36939561,4.7374067460000004,4.737344083,274.9006838,300.0,7.745531885,7.266637139,6.755477915,34.56718803,Bad
152,11.3117712,6.413853212,22.926512,18.941018300000003,20.76040525,4.8013915019999995,15.87340075,4.812017129,12.12166352,10.23190183,9.865099282000001,28.30174783,1.5286063580000002,1.74830827,2.241611353,0.818550375,0.794259864,30.0,0.0,0.0,396.48149589999997,396.48272910000003,7.7173499770000005,6.991984467999999,5.098698511,112.605915,Good
432,18.0,12.88169281,22.8349859,19.57321819,19.74969969,3.834299919,16.28757469,4.02396136,11.17825318,11.59213652,13.09300543,28.27483697,1.643144758,1.9055758859999998,2.128185233,0.579576136,0.7359858979999999,20.0,1.449152934,1.449142726,350.0,350.0,6.0,7.011751048,4.943491634,93.3311125,Bad
11,14.20846397,10.95361074,16.64959435,15.89579657,10.39225129,3.0143382180000002,8.270794792,2.27015399,3.5894217530000003,2.8470829639999997,2.091376215,30.2778278,1.181834507,0.796538227,2.036627311,0.642071396,0.591778795,36.43913193,7.778433552999999,8.306691783,357.6466655,344.29703650000005,7.0,6.929325046000001,5.1444060380000005,43.76781394,Bad
55,14.86706535,10.75338397,23.13436282,20.96460458,9.926490468999999,2.246316777,9.561064595,1.731720422,8.0,6.912435741,7.937709271,31.24170248,1.708056564,1.274643571,2.012525395,0.759924763,0.670472245,14.89412972,0.0,0.0,249.0036528,300.0,5.967152836,6.8910879320000005,4.503718199,41.52486294,Good
270,15.89021496,12.24006576,23.62209863,18.27471702,13.00524657,2.726713081,15.15250404,2.901408463,10.54900504,11.36803741,10.68460964,39.10101686,0.9053134340000001,1.543570532,2.908839783,1.0630517609999999,0.6973906129999999,33.64387209,5.0,5.0,350.0,111.05939529999999,8.0,6.899820127000001,6.43236669,96.74952440000001,Good
9,13.83472351,10.72157903,22.46819571,18.19898603,18.96651598,4.108513009,18.38721722,4.543024572,11.35523584,8.495412983,5.1793348560000005,31.00175395,1.090538247,0.8178993659999999,2.250824064,0.599294105,0.608389129,20.4386006,7.38036202,5.444042327000001,257.4086123,250.0,7.0,6.940679251000001,5.981556381,157.8973145,Warning
29,15.995664000000001,12.94207582,21.79741298,18.6569328,14.67360113,3.4284003789999997,15.60668861,3.538788752,7.482523965,9.056213211000001,7.005404855,31.43020782,1.3164734820000001,0.88671615,2.294052959,0.6599551060000001,0.625791688,10.88639587,4.0,4.0,400.0,400.0,7.782252843999999,7.206689842,6.149704617,68.02249493,Bad
39,15.22480514,12.27759957,21.89719052,19.33872696,17.2921093,5.014886807,9.215633344,2.870374107,7.312669801,6.24994648,5.789271017999999,31.56958249,1.5332766119999999,1.001300448,2.161871723,0.508774831,0.8687051240000001,14.62489488,4.0,4.0,300.0,300.0,8.962456817,7.447900744,7.924127287999999,73.13515847,Warning
385,10.68223181,9.259033585,25.95941131,22.46329987,14.14745992,2.0,11.95731291,3.176565506,4.547565365,5.95664171,6.770818087,28.28368565,1.4644791259999999,1.4967760819999998,2.074378278,0.7212685409999999,0.6774551940000001,29.79347078,5.0,5.0,300.0,106.3103195,6.0,6.934288706,5.1700353969999995,83.11910567,Good
56,15.62862543,10.84378733,23.88918381,20.70087109,10.98875718,3.0344401939999996,14.05019749,2.2106613040000003,8.0,7.347876864,7.610007081,29.45850084,1.6733123109999999,1.280593412,1.943695203,0.854007883,0.7003675109999999,13.01789003,0.0,0.0,280.7988222,251.96558019999998,6.0,7.242806895,4.797917111,116.6883426,Warning
306,13.97363644,10.87370136,26.21790665,22.287909600000003,20.39982412,2.982827457,16.00082454,3.734751773,11.25095485,12.56008651,10.56823262,33.38450629,1.039812705,1.7850789390000001,2.2824254969999997,0.70516901,0.8862366840000001,25.19074963,5.0,5.0,350.0,333.54638,8.0,7.014600075,5.704629574,166.86523,Warning
442,17.55757882,13.01944389,24.62990499,20.64910509,20.02940377,3.836599778,19.70814664,8.713849608,11.09084838,11.35631194,10.91429991,33.14863648,1.645311229,1.88401519,2.412498946,0.7719369840000001,0.7298741259999999,20.11885926,0.0,0.0,348.3506442,346.3027278,6.0,7.074487935,5.0037000030000005,102.25375109999999,Good
103,16.94771414,14.71817001,21.82705344,19.04960038,9.795353682,3.588866494,10.67769881,3.6502691560000002,7.811653864,7.384166275,7.506065311,38.25188666,1.4335967040000002,0.90645654,2.334294171,0.8973952190000001,0.660529743,44.74267695,0.025925608,0.025767814,300.0,127.53939299999999,9.0,7.028326316,5.480149667,74.45226603,Bad
59,15.41793714,10.98658634,23.66750608,20.30841134,10.93589885,2.621675544,12.01686704,2.541125388,7.546234705,6.542990937999999,7.561773477999999,33.87265859,1.527401935,1.182513467,2.141406581,0.898450115,0.709187487,8.0,5.0,5.0,308.69534839999994,277.3616768,6.0,6.864172518999999,5.266410196,64.70641995,Good
389,9.527442118,8.402543437,19.96860242,16.70994494,18.113759899999998,5.513809507,15.09570114,5.717685637000001,5.507047905,7.368129838,8.517217107,28.92831181,1.556577076,1.4235248180000002,2.28918658,0.8044323440000001,0.742909722,35.95821476,5.0,5.0,343.9820639,338.48819469999995,6.0,6.983561024,5.403807209,78.48494834,Good
36,16.65834401,14.231608,22.70570322,19.34533636,16.69921225,3.3200656630000003,14.17772511,2.522031635,6.966967038,7.15436366,7.569471437000001,33.66445803,1.188537936,0.670879766,2.175219234,0.656282978,0.6780574979999999,25.72416408,4.0,4.0,300.0,300.0,8.957145584,6.864950949,7.3946655770000005,82.75767709,Bad
251,18.19826547,14.03710826,22.94846164,20.70594458,11.98789062,2.838484667,11.76731593,3.337261102,9.980996331,12.15476344,12.07650209,38.82357658,1.1356131329999999,1.5609177440000002,2.566829854,0.626085508,0.650259487,25.0,5.0,4.950274939,350.0,350.0,8.0,7.0086916,5.548894475,30.46476136,Good
399,8.017225845,6.76038066,17.78610442,14.76734048,13.10162736,1.90995276,11.64559873,3.0429576910000002,11.09232837,12.60802112,13.39510469,25.65037554,1.564070118,1.7720278919999999,2.238159042,0.709436615,0.680123864,20.0,0.36751998,0.38698371,350.0,350.0,6.0,7.093427807,5.028331025,88.08505113,Warning
52,11.58135846,6.811416968,21.51237073,16.81273437,10.02678681,1.567951453,14.11784744,1.9898457230000002,7.429373299,7.415896505,7.164557447999999,27.53824716,1.439902733,0.838624325,2.0170398169999997,1.094495218,0.622271356,19.43535619,0.0,0.0,301.5556878,300.0,4.722176869,7.023146612000001,4.6997777,94.52599354,Warning
307,13.54863692,10.33479035,24.035419,19.95646458,20.4776491,10.69205482,11.26229196,1.647313623,10.73248592,12.39947952,10.78200616,24.18763986,0.987209022,1.733759389,2.327627686,0.734351338,0.994735268,20.0,5.0,5.0,334.6521321000001,350.0,7.324878628,7.010784019,5.657071805,98.45378971,Bad
48,14.25599563,8.485404989,23.37174701,19.25333963,19.45697976,3.1721196760000003,16.10432094,2.171638663,7.447505272000001,7.203282257000001,7.0803871879999996,29.66943192,1.529251981,1.2023003509999999,1.871186775,0.5936228029999999,0.719841885,12.21316693,4.0,4.532347772,311.99635589999997,327.73580019999997,6.0,7.042341229,5.474195476,115.0408814,Bad
258,17.72031524,13.98799152,21.98978638,19.01360762,11.84963107,3.796610544,12.68882019,4.334659247,10.08792442,10.75581564,10.52917436,41.80382111,0.803813436,1.5557329930000001,2.517095547,0.734530797,0.8199335879999999,28.0,5.0,5.0,282.6684088,282.6802295,7.826192343,7.121870512999999,6.446474322,90.85878171,Good
316,14.853125899999998,10.57118561,28.80124719,25.00100838,23.29241132,14.08425963,16.14319329,4.92150482,9.4502384,10.07600415,8.878132019,27.62931712,1.132931371,1.726203929,2.315808723,0.939734953,0.7742980490000001,25.0,0.0,0.0,350.11064239999996,370.0553362,6.0,7.05723588,4.8801334,83.0801456,Good
217,10.06361762,5.709893357,18.43775264,13.67122072,17.09101864,3.192040932,13.45331664,5.347813611,9.917474827000001,10.96680828,10.96685061,28.66608399,1.136248001,0.9471077459999999,2.5188357519999998,0.8294903109999999,0.84362746,25.53201248,2.830171731,3.39821066,350.0,350.0,6.0,7.009277707000001,4.502545013,83.40287640000001,Bad
110,16.408453400000003,15.39443359,23.22291752,18.83288745,15.70379805,4.896876136,13.48536346,5.251638863,7.214754844,7.386511017999999,7.626500011,39.80799537,1.5139086290000001,0.9103100279999999,2.620728488,0.909033125,0.817287598,24.24248062,0.0,0.0,345.7026743,314.326559,9.0,7.026227542000001,4.766273807,125.09102920000001,Warning
75,15.61235758,13.15374613,22.73312701,20.0191428,11.40764043,2.497515681,8.832517313,2.638242815,7.669328757000001,7.226964099,8.158641411,39.52357979999999,1.582385058,1.02765578,2.156069294,0.7385787340000001,0.84310297,14.11184595,2.384599299,2.384478599,84.96237856,312.1356565,6.0,7.227453553999999,6.515127927999999,42.49011969,Bad
329,11.84068597,9.003814363,24.69571194,20.4325341,15.22196503,2.7970883389999996,10.5697994,2.614101505,11.55907283,10.66972159,10.12580714,24.07583767,1.058981558,1.57371507,2.3123258559999997,0.72126482,0.81889077,25.0,0.955774566,0.955712731,350.0,350.0,6.0,6.994721133,5.044878549,96.74740952,Good
313,12.51815807,8.68589407,24.72128903,21.39313541,18.00350225,2.431844897,9.915854755,1.2600953609999999,9.925225125,9.054543669,8.678210634,28.14400379,0.9290365620000001,1.69156571,1.849167126,0.585630446,0.788859072,23.80663224,3.566113094,3.56494418,348.4910142,260.5262968,6.7448088429999995,7.326109401,5.756430736,123.01454629999999,Bad
260,15.8479954,13.41260025,21.0785376,15.37550261,18.12344112,5.066377728,14.90511672,5.888265951,10.03454216,10.28026422,10.27988712,39.01702853,0.850495753,1.2588889140000001,2.566516729,0.7416993409999999,0.775535358,28.93471629,5.0,5.0,350.0,0.0,8.0,7.056184212000001,5.12798842,103.8837466,Good
84,16.0711718,12.26131989,22.40364637,19.20690246,11.37984318,4.390000066,10.84824794,3.3407747189999997,6.5868497139999995,6.878238424,6.488410235,34.04848548,1.659307836,1.30303257,2.529018204,1.022940908,0.796752448,20.0,1.7578274630000001,1.758012891,337.9669278,337.9657318,8.0,6.845551512,5.803924263,68.47135433,Good
222,10.32583498,6.421141632,19.55444639,16.15781211,16.85641966,6.066842031,9.483764257999999,2.0826680730000002,10.50092033,10.23599647,10.30425156,26.54190332,1.225134495,1.199946517,2.2863776380000003,0.798048155,0.861281382,25.48179778,0.0,0.0,350.0,350.0,6.0,6.8831504,4.503928716,76.83977790000002,Warning
118,14.71224926,13.79516825,21.64114534,18.03204611,12.67985108,5.4738110429999995,9.056539912,4.3024610139999995,7.0274894660000005,5.770138404,7.058540448,35.57216117,1.552129418,0.977005949,2.636734152,0.941912922,0.8111614420000001,27.20986727,0.0,0.0,300.0,301.8106455,8.454187533999999,6.884297556,4.908201563,1.0,Good
179,11.81054879,7.06966515,23.86805625,18.86219599,16.9451338,5.830758369,12.69377592,2.896608015,8.998145093,9.32203294,11.32346571,31.31949001,1.329614464,1.3524783040000001,1.949789746,0.785310312,0.719894182,26.28113078,2.7698316889999997,4.154817603,372.4191561,366.9216086,6.0,6.968831465,5.602309042000001,37.32263629999999,Good
342,13.05352273,8.972766991,23.47785191,18.73875838,15.40107988,1.775616111,17.14046686,3.944161615,11.80820083,10.50946467,11.44407565,29.23246175,0.7581749059999999,1.46093341,2.142361202,0.69349991,0.709133063,35.62147094,4.900000095,4.900000095,309.9137894,261.5859858,6.0,6.917628122999999,5.957500399,95.92850509,Good
162,8.686308915,4.169917163,19.28136397,12.98808577,15.0318605,2.706582507,12.52251736,4.404425237,12.39044407,9.0,11.03122914,26.74832104,1.329199427,1.201214755,2.10909378,0.8030628540000001,0.836639657,29.30401718,0.0,0.0,425.82973849999996,350.0,7.5,7.047779101000001,5.15668218,71.41765617,Warning
89,17.37275534,15.57881487,24.36173305,21.16782007,10.20946909,2.626544876,11.06482053,3.1053909330000002,5.244374448,5.197289059,6.495942182,35.11142262,1.5012095109999999,1.140304346,2.258936683,0.927457392,0.8413697529999999,38.32554556,4.9933093280000005,4.9933093280000005,231.39627369999997,231.35619780000002,9.0,6.843239427,5.777545543,62.74745506,Bad
1,15.85832076,14.73068142,20.78521729,17.40764855,16.7389378,6.998624617999999,14.75545826,6.247634467999999,9.284609039,8.996240301,8.587912581,37.31477688,1.199100063,0.553920325,2.382018472,0.714423519,0.630308578,27.02094127,8.0,10.0,236.0638029,182.12099890000002,7.741932882,6.969547402000001,5.177280681,91.12240695,Bad
153,12.81576538,8.588165141000001,23.26528787,19.96404645,22.26750898,6.96320727,14.91153391,5.653244636,14.01834765,9.769145901,12.3686552,27.10789344,1.475501591,1.487221984,2.329320001,0.8185031209999999,0.845200009,36.81037567,0.0,0.0,362.0775622,361.0758,7.5,6.9814165379999995,5.106268615,118.61506840000001,Good
362,9.943039258999999,7.12636669,22.69471553,20.54179688,15.74906135,2.378707645,11.75194003,3.827405961,9.483765995,11.141144800000001,12.17208889,27.62456392,1.175305186,1.367818851,2.163115345,0.6200802879999999,0.737881635,30.0,4.900000095,4.900000095,317.3808521,317.4968492,6.0,6.832096542,5.580230723,97.47515285,Warning
291,11.0,9.749766369,21.29933354,18.74100112,17.98366852,3.996255374,16.11147588,3.6101591410000005,12.93917075,9.034006001,11.16823231,32.46893169,0.9757120359999999,1.5568809940000001,2.231430675,0.6742011040000001,0.7984064909999999,24.0,5.0,5.0,350.0,250.9543978,9.0,6.974157817,6.256532758,108.87527539999999,Bad
327,13.50065882,9.252192824,25.18465937,21.78773768,14.73631797,2.8820497339999998,11.15003589,4.287312106,9.697550301,6.033877003,4.756223814,26.6582037,1.1719312579999999,1.746119657,2.09149237,0.720553785,0.793857265,24.60173835,4.71742588,4.436417789,345.5387057,214.5873066,7.036317755,7.081679768,5.018710369,66.01673291,Good
319,16.47911399,11.29989238,31.15982999,25.91434744,24.91912901,10.44306508,18.53405195,6.560628616,10.77421395,10.30199119,8.385033756,31.77338014,1.097178225,1.6871159,2.2117019680000003,0.9076388959999999,0.8254961670000001,24.68379612,2.7766173089999997,2.776543194,363.5726111,376.3553133,6.0,6.776259936000001,5.1457027239999995,97.15624882,Good
453,9.548609722,6.463318761,14.17923437,12.16242563,10.48269222,1.6112511919999999,11.36368004,2.173493686,6.801761722999999,7.115529831,6.789640329,28.8622147,1.592207894,1.728462991,2.510677194,0.8355419890000001,0.828430633,25.13328405,1.365434288,1.365616348,255.7649406,255.77417799999998,6.0,7.0238736589999995,5.123714772,92.8115092,Good
272,11.20001428,9.413094699,21.86629898,16.81952578,15.3963113,2.481654254,18.13628255,5.263456939,11.13615587,11.60469723,11.60466198,36.68540906,0.747923427,1.448727686,2.877656665,1.0432536190000001,0.755852925,26.03574816,5.0,5.0,430.04225130000003,0.0,8.0,6.972628802000001,7.156998527000001,164.1105909,Bad
161,9.300223276,5.522142581000001,19.61101932,13.27101411,17.41981664,3.834872789,14.31385611,4.823350156,13.35795958,8.676283785,11.43435887,27.53069821,1.20244614,1.100575936,2.4605103059999998,0.89144536,0.8487377420000001,39.68790913,2.30269316,2.302912084,450.0,350.0,7.5,6.8439885910000005,5.069806917,108.8140966,Warning
18,15.85198973,10.35383509,20.3335431,17.885067499999998,11.91889306,3.563020926,10.51566706,2.8588112089999997,4.857073669,5.978775926,5.178372546,32.918280800000005,1.22337482,0.846797675,1.9426751869999999,0.5808904189999999,0.60847533,20.33449718,4.767919676,4.535727002,428.37340660000007,429.4883568,5.273146915,7.241277977999999,5.595230268,45.60495171,Good
445,15.9288445,10.66127727,23.91845046,19.65548012,18.36192305,3.6816011489999996,19.48667105,6.947384046,11.0620337,11.28723005,11.89347096,31.58191976,1.642810093,1.72280594,2.29542897,0.774534218,0.71143463,31.15258115,0.6237042629999999,0.653874053,309.2253538,309.2235022,6.0,6.889910716,4.828828142,116.524193,Good
54,11.58703638,6.8536542129999996,21.18828543,17.23780974,10.29113756,1.7899657580000001,11.47249178,1.370472245,7.49920739,6.7534561,7.363026939,27.02094856,1.5759359030000002,1.15079651,1.946469471,0.82332807,0.697773792,17.91899035,2.007681771,2.677047986,300.0,300.0,5.0,7.371986051,3.789523752,89.64881523,Good
428,17.78363577,13.06701369,22.51991106,19.52721202,16.99872837,3.578060708,15.55760713,4.713878599999999,11.21046492,11.64960996,11.57028387,29.95317119,1.6101240280000002,1.845519744,2.2660105390000003,0.6961944859999999,0.722479433,20.0,0.0,0.0,350.0,0.0,6.064329651,7.045967502000001,3.7514848510000003,88.94553149,Bad
28,15.6586203,12.206818199999999,19.91113062,18.09538816,12.53714005,3.935813778,11.55433695,2.802774183,5.526467666,8.14253566,5.168117458999999,27.15370648,1.24190165,0.7063530990000001,2.304846709,0.660320361,0.655657174,21.60536819,5.480950012999999,5.2045310030000005,403.14570860000003,403.142988,6.724542388,6.892517702,6.268862989,36.18482744,Good
187,11.61835885,7.459514989,21.38522215,16.30900509,16.48250691,1.3433212380000001,13.53920721,2.039445116,10.50931356,10.20051524,10.68251288,31.63642683,1.244599416,1.1506558059999998,2.0797943,0.8679404759999999,0.883114972,27.20409757,5.012201621,6.004700596,350.0,350.0,7.0,8.543984073999999,5.938560025,107.6250017,Good
431,16.64332944,12.58779439,22.33970273,18.63677951,20.24566633,4.966478414,15.83413514,4.008245914,10.33458151,11.90575469,12.01786019,30.56777479,1.5906449130000002,1.678127544,2.107236808,0.6322979710000001,0.771885005,28.48836627,0.809335255,0.809177893,350.0,298.4254644,6.0,7.270400073999999,5.003000772,127.76085570000001,Bad
49,11.96571482,6.841728379,21.13443613,17.83326324,15.95189617,2.710747799,14.51032012,2.0,6.41537475,6.900984906000001,6.385053946,27.14435944,1.5599101640000002,1.186698973,1.8725660709999998,0.655855026,0.698847303,10.0,0.554672067,0.551717101,321.40123660000006,364.1845955,5.351675405,7.072598403,5.476556517000001,101.707661,Bad
106,15.34206436,12.86067546,22.45395351,18.4423323,15.07713036,4.330845428,12.67663327,4.373759804,9.393217355,8.746790777000001,8.669425545,40.45418858,1.485084163,0.840010521,3.0251929889999998,1.014505744,0.851583109,26.44064238,0.0,0.0,307.77988849999997,329.8380405,9.0,6.970123445,5.435764118,107.7895665,Bad
20,16.3819177,13.40577537,22.39599454,19.33323332,14.71635534,3.370490633,14.32884249,3.0,6.437017691,9.579326404,6.168395152,32.53252997,1.2509613240000002,0.935816277,2.140890117,0.613764981,0.635696693,10.0,4.0,4.0,450.0,450.0,6.0,7.298741065,6.942908766,78.09928734,Good
37,14.5255394,11.64196864,21.04790342,19.59653141,14.70677869,5.021324261,7.294449188,2.2706942409999997,5.788588067,6.413669197000001,5.6515245,27.68522253,1.25096104,0.630329798,2.08562497,0.489600405,0.8066582790000001,43.82000533,4.63258969,4.6344853960000005,300.0,300.0,9.0,6.997219902,5.998383673999999,14.52023908,Good
293,11.0,11.65121924,22.47817874,17.47434236,20.43199096,5.477108134,13.89703069,4.474565323999999,11.0,13.04836532,12.5241246,33.40144475,1.047758248,1.463833306,2.38534087,0.647281084,0.8989700140000001,25.94716175,5.0,5.0,324.00856810000005,319.11803019999996,9.0,6.990264448,7.30202996,134.5179077,Good
83,16.82925075,13.33729674,22.07452414,19.1010248,10.81187006,3.316174016,11.35908225,2.9627698610000004,7.7117352839999995,7.705272865,7.660868027,33.25414819,1.694849311,1.412357603,2.489077746,0.9748376240000001,0.761420457,20.0,5.0,5.0,333.3135602,330.20471299999997,8.0,7.200846611,5.948956105,43.62144122,Bad
176,10.96937116,5.313219408,23.40565447,16.9409997,18.00418312,6.371299186,11.48713746,1.185405466,11.21259503,10.61162416,11.10026354,28.99965438,1.292434187,1.342817498,2.1273324209999998,0.843704242,0.815913335,24.68508095,0.0,0.0,350.0,350.0,6.0,7.040428133,5.784642235,49.94220743,Good
33,16.88138247,13.76374749,22.58264057,19.56816615,20.11827213,5.1477109930000005,14.19369745,3.095723907,7.0,8.901173281,8.607688823,34.0645937,1.313487772,0.925810531,2.1929747269999997,0.5663326989999999,0.6431045479999999,11.0,4.0,4.0,350.0,350.0,8.0,7.011550814,5.9632193010000005,90.67234212,Bad
286,10.63373938,13.16021153,21.74766964,18.54462653,11.49133098,3.7909053719999997,9.708610424,3.27892585,9.447373153,10.42998159,8.863338011,32.60220324,0.847766138,1.5046887869999999,2.521706914,0.6969504959999999,0.651705172,30.52625526,5.0,5.0,327.71806200000003,30.00890527,8.024274422000001,7.342862059,5.692872541,48.70176785,Bad
7,10.63149902,9.413058563,18.86145213,14.47287592,15.47988415,3.750931867,14.41730899,3.620456181,11.84799731,8.189384378,9.917161017,31.04740824,1.086948313,0.6972831629999999,2.247102487,0.676166127,0.660605361,18.0,9.0,8.0,288.1022163,288.10344060000006,5.0,7.694162853,5.171711257,74.83117863,Bad
62,12.12233991,9.148558353,21.95289937,17.61577212,11.42468837,2.47319538,12.64538284,3.111255987,6.670186204,7.117435035,6.462590487999999,30.22666239,1.5934996830000001,1.322929974,2.039180238,0.970660303,0.8404223409999999,12.23301549,4.120119669,4.119818168,261.5442366,261.5890707,7.375598545,7.1165452689999995,5.730095092999999,63.39631952,Good
455,11.7241839,6.45245706,17.0,13.91667881,16.14603366,2.449662043,15.16022394,3.0,11.20791824,11.560223800000001,10.75672425,27.84227218,1.605514685,1.710765286,2.446768015,0.7057933470000001,0.744380558,23.09242239,3.0,3.0,345.91376560000003,350.0,6.0,7.006771238,4.8893701169999995,90.32444481,Good
456,9.97088873,6.207633148999999,16.25506327,12.50166047,16.87476818,1.873633664,13.71768453,3.6927906760000004,12.0,11.39807461,9.027087482,27.57182914,1.518092961,1.653318407,2.49962457,0.764262847,0.7491323740000001,22.46013094,5.263499161,4.508671699,339.238586,339.2002412,6.0,6.883966666,4.664134942,21.66134259,Good
252,18.98398131,14.53402198,21.32424633,20.09056283,11.68651539,3.0,11.11130646,3.556526058,8.780950292,8.92014442,10.24638148,40.02163688,0.964328876,1.639649991,2.497378676,0.630531615,0.641036955,25.355686399999996,5.0,5.0,344.4797803,350.0,8.0,7.089540669,5.563463748999999,42.93514341,Good
111,15.80160294,14.7302378,23.69716496,19.14944742,15.335081699999998,4.207605711999999,13.64758022,6.205848909,8.0,7.581002614,7.7303855420000005,35.36591373,1.743916499,0.9866854409999999,2.642886979,0.996743122,0.8726726690000001,21.89602571,0.0,0.0,350.0,380.2464477,9.0,7.095300936,5.481591315,128.8696428,Warning
148,10.82354429,7.006735464,23.12085515,19.42008598,24.71886436,9.350234964,17.73933989,6.01328506,13.36497907,9.650443016,9.304907199999999,28.86224007,1.538894646,1.7865880280000002,2.237885275,0.782799452,0.7724935940000001,25.0,0.0,0.0,337.24465739999994,324.4931693,7.56294265,7.034941203,5.134438187,106.0891625,Good
134,12.0,8.40433143,23.95471553,19.13850168,15.480692000000001,4.488122762,15.914475099999999,5.691848824,8.0,8.073098357000001,7.779187684,25.69910859,1.950079902,1.307980193,2.429178325,0.848458587,0.8005515999999999,35.30311629999999,7.072932374,7.0,434.7099796,386.39189700000003,8.094871357,6.909961153999999,5.2068777289999995,120.48367009999998,Bad
69,15.09192634,10.6708263,22.4349389,19.19432391,8.475189218999999,2.0,12.71464882,2.8631635589999997,7.419870255,5.395732101,7.357148929,31.04886197,1.281643515,0.719771405,2.224304113,1.176735978,0.58522603,25.13256887,0.621775226,0.621702882,315.5127501,274.3004346,6.0,7.350489499,5.83245728,153.94916519999998,Warning
98,15.6015428,14.85221828,20.33358678,18.43509273,9.164774387000001,3.16218711,11.41101995,3.145612634,6.986153903,7.0,6.801794709,39.371825799999996,1.447698069,1.135637348,2.3448772890000003,0.794214986,0.651757514,28.40440665,1.681816996,1.681891235,300.0,300.0,8.549949756,7.126857735,6.360909222,81.22445307,Bad
301,10.26250192,11.07478363,23.47081619,18.45658231,21.66278584,6.3526667429999994,16.52473364,4.274200165,10.86888417,12.09607461,12.2256071,30.75559158,1.182823693,1.6924018140000001,2.338219516,0.7822639790000001,0.79953792,17.72705893,5.0,5.0,350.0,325.0,9.0,6.971580304,6.942445596000001,176.4895904,Good
189,11.60985171,8.397157813,22.70260313,18.55717699,18.32216225,3.65306967,16.35015496,4.514944352,11.77645888,11.511496000000001,11.19109024,27.70789185,1.021953437,0.997201626,2.22396132,1.209665105,0.893559297,22.43735273,4.709603695,6.0,350.0,350.0,6.8610126739999995,7.801490594,6.130417233999999,116.5795953,Good
60,15.47229482,10.92448842,25.00231576,21.25615434,11.80907968,2.147096963,13.10995764,2.20511495,6.92660265,6.776937644,7.244791068,32.344501,1.546327578,1.148400876,2.2617873090000002,0.937239223,0.7916638159999999,8.0,4.365753882,5.0,336.0984042,336.1002734,6.0,7.094385252,4.9918007730000005,101.5130653,Bad
341,13.75328164,8.403076941,27.39271052,20.55261372,20.16839188,4.268999235,14.23130575,6.726834011,9.777418976,11.03246111,12.33880646,27.80846311,0.831608224,1.441827226,2.0880986480000003,0.670045806,0.70580999,34.63036547,4.900000095,4.900000095,305.9096481,121.96517920000001,6.0,7.100070095,5.419198227000001,83.96126898,Good
2,10.58188685,8.465574013,19.74470821,16.01822204,18.97113807,4.360213776,17.66734865,5.214348942,4.8923483580000005,4.076709216999999,4.076394264,31.86209867,1.534501139,1.33687339,1.913601289,0.621833802,0.659446944,17.08835925,1.638621703,1.6387457559999998,250.0,250.0,7.0,6.895972614,5.168646528,165.17559730000002,Bad
66,17.84810014,14.12541649,23.57853012,19.19585759,14.91914098,2.448634803,15.99814951,3.484393344,6.847940127,7.052064606,6.992837182000001,33.34638943,1.3688423859999999,1.010216639,2.106808329,0.8789830240000001,0.666145926,19.25164061,0.16655016,0.16657469,275.2537901,242.1111046,6.0,7.361308589,5.252182041,73.95644948,Bad
235,12.80987162,8.360950416,21.33890277,19.05588473,15.88875857,4.517329281,15.66549056,5.910765211,8.885037215,10.02043509,10.45072749,32.59477261,1.190842208,1.772954252,2.247307205,0.73891515,0.611142014,26.0,5.0,4.0,350.0,350.0,6.0,6.96616894,4.508946731,40.26053213,Good
398,10.0006524,8.548465012000001,22.28559513,18.222737,15.37696608,2.1832568169999997,11.86724657,3.979936817,11.93715664,11.28501537,12.87685245,28.28056432,1.461210886,1.767696212,2.192043093,0.7109060629999999,0.671571358,20.47996953,4.75,5.0,350.0,342.185998,6.0,7.065747171,5.667148994,73.96975699,Good
